year,month,day,team,opponent,location,teamscore,oppscore,canceled,postponed,OT,D1
2020,11,25,Fairleigh Dickinson,Quinnipiac,V,66.0,84.0,False,False,,2
2020,11,27,Fairleigh Dickinson,Rutgers,V,75.0,96.0,False,False,,2
2020,11,30,Fairleigh Dickinson,Hofstra,V,58.0,73.0,False,False,,2
2020,12,5,Fairleigh Dickinson,Providence,V,67.0,79.0,False,False,,2
2020,12,8,Fairleigh Dickinson,Central Conn. St.,H,87.0,94.0,False,False,,2
2020,12,9,Fairleigh Dickinson,Central Conn. St.,H,79.0,71.0,False,False,,2
2020,12,19,Fairleigh Dickinson,Drexel,H,68.0,85.0,False,False,,2
2020,12,22,Fairleigh Dickinson,Fairfield,V,69.0,65.0,False,False,,2
2021,1,21,Fairleigh Dickinson,Merrimack,V,51.0,62.0,False,False,,2
2021,1,22,Fairleigh Dickinson,Merrimack,V,71.0,76.0,False,False,,2
2021,1,26,Fairleigh Dickinson,Saint Francis (PA),V,94.0,92.0,False,False,,2
2021,1,27,Fairleigh Dickinson,Saint Francis (PA),V,82.0,90.0,False,False,,2
2021,1,30,Fairleigh Dickinson,Bryant,H,81.0,79.0,False,False,,2
2021,1,31,Fairleigh Dickinson,Bryant,H,95.0,84.0,False,False,,2
2021,2,4,Fairleigh Dickinson,LIU,V,78.0,70.0,False,False,,2
2021,2,5,Fairleigh Dickinson,LIU,V,77.0,62.0,False,False,,2
2021,2,11,Fairleigh Dickinson,Wagner,V,72.0,76.0,False,False,,2
2021,2,13,Fairleigh Dickinson,Wagner,H,86.0,95.0,False,False,,2
2021,2,16,Fairleigh Dickinson,St. Francis Brooklyn,H,75.0,83.0,False,False,,2
2021,2,17,Fairleigh Dickinson,St. Francis Brooklyn,H,87.0,90.0,False,False,,2
2021,2,20,Fairleigh Dickinson,Mount St. Mary's,H,76.0,71.0,False,False,,2
2021,2,21,Fairleigh Dickinson,Mount St. Mary's,H,61.0,74.0,False,False,,2
2021,2,25,Fairleigh Dickinson,Sacred Heart,V,82.0,69.0,False,False,,2
2021,2,26,Fairleigh Dickinson,Sacred Heart,V,64.0,70.0,False,False,,2
2020,11,25,FGCU,Florida A&M,H,65.0,56.0,False,False,,2
2020,11,27,FGCU,UC Santa Barbara,V,,,True,False,,2
2020,12,2,FGCU,South Fla.,V,57.0,76.0,False,False,,2
2020,12,2,FGCU,Robert Morris,V,,,True,False,,2
2020,12,5,FGCU,Fla. National,H,91.0,74.0,False,False,,1
2020,12,12,FGCU,Miami (FL),V,66.0,62.0,False,False,,2
2020,12,16,FGCU,FIU,H,69.0,85.0,False,False,,2
2020,12,18,FGCU,Webber Int'l,H,112.0,39.0,False,False,,1
2020,12,22,FGCU,Ga. Southern,H,73.0,60.0,False,False,,2
2021,1,8,FGCU,Liberty,V,,,False,True,,2
2021,1,9,FGCU,Liberty,V,,,False,True,,2
2021,1,15,FGCU,Bellarmine,H,60.0,74.0,False,False,,2
2021,1,16,FGCU,Bellarmine,H,63.0,80.0,False,False,,2
2021,1,22,FGCU,Lipscomb,V,79.0,69.0,False,False,,2
2021,1,23,FGCU,Lipscomb,V,56.0,71.0,False,False,,2
2021,1,29,FGCU,Stetson,H,64.0,63.0,False,False,,2
2021,1,30,FGCU,Stetson,H,66.0,77.0,False,False,,2
2021,2,5,FGCU,North Ala.,H,86.0,60.0,False,False,,2
2021,2,6,FGCU,North Ala.,H,69.0,60.0,False,False,,2
2021,2,26,FGCU,Kennesaw St.,V,63.0,80.0,False,False,,2
2021,2,26,FGCU,Jacksonville,V,,,True,False,,2
2021,2,27,FGCU,Kennesaw St.,V,,,True,False,,2
2021,2,27,FGCU,Jacksonville,V,,,True,False,,2
2021,3,4,FGCU,Lipscomb,N,72.0,60.0,False,False,,2
2021,3,5,FGCU,North Ala.,N,81.0,96.0,False,False,,2
2020,11,25,FIU,Flagler,H,85.0,81.0,False,False,,1
2020,11,27,FIU,Flagler,H,82.0,75.0,False,False,,1
2020,11,27,FIU,Stetson,H,,,True,False,,2
2020,12,1,FIU,Central Mich.,H,96.0,76.0,False,False,,2
2020,12,4,FIU,Jacksonville St.,H,74.0,70.0,False,False,,2
2020,12,6,FIU,Jacksonville St.,H,,,True,False,,2
2020,12,10,FIU,Fla. Memorial,H,,,False,True,,1
2020,12,12,FIU,North Florida,V,77.0,80.0,False,False,,2
2020,12,16,FIU,FGCU,V,85.0,69.0,False,False,,2
2020,12,19,FIU,Ga. Southern,H,99.0,103.0,False,False,,2
2020,12,21,FIU,Carver,H,111.0,34.0,False,False,,1
2021,1,1,FIU,Old Dominion,H,82.0,67.0,False,False,,2
2021,1,2,FIU,Old Dominion,H,66.0,71.0,False,False,,2
2021,1,8,FIU,Middle Tenn.,V,68.0,55.0,False,False,,2
2021,1,9,FIU,Middle Tenn.,V,56.0,67.0,False,False,,2
2021,1,14,FIU,Fla. Atlantic,H,79.0,81.0,False,False,,2
2021,1,16,FIU,Fla. Atlantic,V,63.0,107.0,False,False,,2
2021,1,22,FIU,Marshall,H,66.0,79.0,False,False,,2
2021,1,23,FIU,Marshall,H,72.0,89.0,False,False,,2
2021,1,29,FIU,Charlotte,V,55.0,63.0,False,False,,2
2021,1,30,FIU,Charlotte,V,65.0,68.0,False,False,,2
2021,2,1,FIU,Fla. Memorial,H,90.0,74.0,False,False,,1
2021,2,5,FIU,UTSA,H,80.0,87.0,False,False,,2
2021,2,6,FIU,UTSA,H,47.0,90.0,False,False,,2
2021,2,12,FIU,UTEP,V,59.0,75.0,False,False,,2
2021,2,13,FIU,UTEP,V,68.0,77.0,False,False,,2
2021,2,19,FIU,Southern Miss.,H,72.0,85.0,False,False,,2
2021,2,20,FIU,Southern Miss.,H,,,True,False,,2
2021,2,28,FIU,Western Ky.,V,58.0,91.0,False,False,,2
2021,3,1,FIU,Western Ky.,V,59.0,71.0,False,False,,2
2021,3,9,FIU,Middle Tenn.,N,,,True,False,,2
2020,11,25,Fla. Atlantic,South Alabama,V,66.0,68.0,False,False,,2
2020,11,27,Fla. Atlantic,Jacksonville St.,N,50.0,60.0,False,False,,2
2020,11,28,Fla. Atlantic,Mobile,N,83.0,41.0,False,False,,1
2020,12,3,Fla. Atlantic,Fla. National,H,128.0,64.0,False,False,,1
2020,12,7,Fla. Atlantic,North Florida,V,79.0,77.0,False,False,,2
2020,12,12,Fla. Atlantic,Fla. Memorial,H,112.0,49.0,False,False,,1
2020,12,12,Fla. Atlantic,NC State,V,,,True,False,,2
2020,12,15,Fla. Atlantic,Stetson,V,69.0,78.0,False,False,,2
2020,12,19,Fla. Atlantic,Florida,V,,,False,True,,2
2020,12,21,Fla. Atlantic,Florida Col.,H,107.0,72.0,False,False,,1
2021,1,5,Fla. Atlantic,James Madison,V,70.0,79.0,False,False,,2
2021,1,8,Fla. Atlantic,Old Dominion,V,67.0,71.0,False,False,,2
2021,1,9,Fla. Atlantic,Old Dominion,V,55.0,64.0,False,False,,2
2021,1,14,Fla. Atlantic,FIU,V,81.0,79.0,False,False,,2
2021,1,16,Fla. Atlantic,FIU,H,107.0,63.0,False,False,,2
2021,1,22,Fla. Atlantic,Charlotte,H,66.0,53.0,False,False,,2
2021,1,23,Fla. Atlantic,Charlotte,H,71.0,74.0,False,False,,2
2021,1,29,Fla. Atlantic,Marshall,V,,,False,True,,2
2021,1,30,Fla. Atlantic,Marshall,V,,,False,True,,2
2021,2,7,Fla. Atlantic,Western Ky.,H,,,False,True,,2
2021,2,8,Fla. Atlantic,Western Ky.,H,,,False,True,,2
2021,2,12,Fla. Atlantic,UTSA,V,80.0,84.0,False,False,,2
2021,2,13,Fla. Atlantic,UTSA,V,75.0,86.0,False,False,,2
2021,2,21,Fla. Atlantic,UTEP,H,,,True,False,,2
2021,2,22,Fla. Atlantic,UTEP,H,,,True,False,,2
2021,2,26,Fla. Atlantic,Southern Miss.,V,69.0,60.0,False,False,,2
2021,2,27,Fla. Atlantic,Southern Miss.,V,73.0,66.0,False,False,,2
2021,3,4,Fla. Atlantic,Middle Tenn.,H,80.0,50.0,False,False,,2
2021,3,5,Fla. Atlantic,Middle Tenn.,H,63.0,54.0,False,False,,2
2021,3,10,Fla. Atlantic,UTEP,N,76.0,70.0,False,False,,2
2021,3,11,Fla. Atlantic,Louisiana Tech,N,69.0,75.0,False,False,,2
2020,11,25,Florida,UMass Lowell,N,,,True,False,,2
2020,11,27,Florida,Virginia,N,,,True,False,,2
2020,12,2,Florida,Oklahoma,V,,,True,False,,2
2020,12,2,Florida,Army West Point,N,76.0,69.0,False,False,,2
2020,12,3,Florida,Boston College,N,90.0,70.0,False,False,,2
2020,12,6,Florida,Stetson,H,86.0,40.0,False,False,,2
2020,12,12,Florida,Florida St.,V,71.0,83.0,False,False,,2
2020,12,16,Florida,North Florida,H,,,False,True,,2
2020,12,19,Florida,Fla. Atlantic,H,,,False,True,,2
2020,12,20,Florida,Florida A&M,H,,,False,True,,2
2020,12,22,Florida,James Madison,H,,,False,True,,2
2020,12,30,Florida,Vanderbilt,V,91.0,72.0,False,False,,2
2021,1,2,Florida,LSU,H,83.0,79.0,False,False,,2
2021,1,5,Florida,Alabama,V,71.0,86.0,False,False,,2
2021,1,9,Florida,Kentucky,H,58.0,76.0,False,False,,2
2021,1,12,Florida,Ole Miss,H,72.0,63.0,False,False,,2
2021,1,16,Florida,Mississippi St.,V,69.0,72.0,False,False,,2
2021,1,19,Florida,Tennessee,H,75.0,49.0,False,False,,2
2021,1,23,Florida,Georgia,V,92.0,84.0,False,False,,2
2021,1,27,Florida,Vanderbilt,H,78.0,71.0,False,False,,2
2021,1,30,Florida,West Virginia,V,85.0,80.0,False,False,,2
2021,2,3,Florida,South Carolina,H,66.0,72.0,False,False,,2
2021,2,6,Florida,LSU,V,,,False,True,,2
2021,2,13,Florida,Texas A&M,H,,,False,True,,2
2021,2,16,Florida,Arkansas,V,64.0,75.0,False,False,,2
2021,2,20,Florida,Georgia,H,70.0,63.0,False,False,,2
2021,2,23,Florida,Auburn,V,74.0,57.0,False,False,,2
2021,2,27,Florida,Kentucky,V,71.0,67.0,False,False,,2
2021,3,3,Florida,Missouri,H,70.0,72.0,False,False,,2
2021,3,7,Florida,Tennessee,V,54.0,65.0,False,False,,2
2021,3,11,Florida,Vanderbilt,N,69.0,63.0,False,False,,2
2021,3,12,Florida,Tennessee,N,66.0,78.0,False,False,,2
2021,3,19,Florida,Virginia Tech,N,75.0,70.0,False,False,,2
2021,3,21,Florida,Oral Roberts,N,78.0,81.0,False,False,,2
2020,11,25,Florida A&M,FGCU,V,56.0,65.0,False,False,,2
2020,11,29,Florida A&M,Georgia,V,75.0,85.0,False,False,,2
2020,12,1,Florida A&M,California Baptist,V,,,True,False,,2
2020,12,4,Florida A&M,South Fla.,V,,,True,False,,2
2020,12,6,Florida A&M,Nebraska,V,,,True,False,,2
2020,12,9,Florida A&M,Oregon,V,66.0,87.0,False,False,,2
2020,12,12,Florida A&M,Oklahoma,V,54.0,85.0,False,False,,2
2020,12,15,Florida A&M,Austin Peay,V,76.0,70.0,False,False,,2
2020,12,18,Florida A&M,Georgia Tech,V,64.0,74.0,False,False,,2
2020,12,20,Florida A&M,Florida,V,,,False,True,,2
2021,1,2,Florida A&M,South Carolina,V,71.0,78.0,False,False,,2
2021,1,10,Florida A&M,South Carolina St.,H,70.0,68.0,False,False,,2
2021,1,11,Florida A&M,South Carolina St.,H,,,False,True,,2
2021,1,30,Florida A&M,N.C. A&T,V,58.0,70.0,False,False,,2
2021,1,31,Florida A&M,N.C. A&T,V,65.0,67.0,False,False,,2
2021,2,8,Florida A&M,N.C. Central,H,59.0,50.0,False,False,,2
2021,2,9,Florida A&M,N.C. Central,H,60.0,47.0,False,False,,2
2021,2,20,Florida A&M,N.C. A&T,H,71.0,57.0,False,False,,2
2021,2,21,Florida A&M,N.C. A&T,H,63.0,70.0,False,False,,2
2021,2,25,Florida A&M,South Carolina St.,V,75.0,67.0,False,False,,2
2021,2,27,Florida A&M,South Carolina St.,V,57.0,63.0,False,False,,2
2021,2,28,Florida A&M,South Carolina St.,V,63.0,58.0,False,False,,2
2021,3,3,Florida A&M,N.C. Central,V,65.0,58.0,False,False,,2
2021,3,4,Florida A&M,N.C. Central,V,71.0,74.0,False,False,,2
2021,3,11,Florida A&M,Morgan St.,N,75.0,77.0,False,False,,2
2020,12,2,Florida St.,North Florida,H,86.0,58.0,False,False,,2
2020,12,9,Florida St.,Indiana,H,69.0,67.0,False,False,,2
2020,12,12,Florida St.,Florida,H,83.0,71.0,False,False,,2
2020,12,15,Florida St.,Georgia Tech,H,74.0,61.0,False,False,,2
2020,12,19,Florida St.,UCF,H,74.0,86.0,False,False,,2
2020,12,21,Florida St.,Gardner-Webb,H,72.0,59.0,False,False,,2
2020,12,29,Florida St.,Clemson,V,67.0,77.0,False,False,,2
2021,1,2,Florida St.,Duke,H,,,False,True,,2
2021,1,6,Florida St.,Syracuse,V,,,False,True,,2
2021,1,13,Florida St.,NC State,H,105.0,73.0,False,False,,2
2021,1,16,Florida St.,North Carolina,H,82.0,75.0,False,False,,2
2021,1,18,Florida St.,Louisville,V,78.0,65.0,False,False,,2
2021,1,23,Florida St.,Clemson,H,80.0,61.0,False,False,,2
2021,1,27,Florida St.,Miami (FL),H,81.0,59.0,False,False,,2
2021,1,30,Florida St.,Georgia Tech,V,65.0,76.0,False,False,,2
2021,2,2,Florida St.,Boston College,V,,,False,True,,2
2021,2,9,Florida St.,Virginia Tech,V,,,False,True,,2
2021,2,13,Florida St.,Wake Forest,H,92.0,85.0,False,False,,2
2021,2,15,Florida St.,Virginia,H,81.0,60.0,False,False,,2
2021,2,20,Florida St.,Virginia Tech,H,,,False,True,,2
2021,2,20,Florida St.,Pittsburgh,V,79.0,72.0,False,False,,2
2021,2,24,Florida St.,Miami (FL),V,88.0,71.0,False,False,,2
2021,2,27,Florida St.,North Carolina,V,70.0,78.0,False,False,,2
2021,3,3,Florida St.,Boston College,H,93.0,64.0,False,False,,2
2021,3,6,Florida St.,Notre Dame,V,73.0,83.0,False,False,,2
2021,3,11,Florida St.,Duke,N,,,True,False,,2
2021,3,12,Florida St.,North Carolina,N,69.0,66.0,False,False,,2
2021,3,13,Florida St.,Georgia Tech,N,75.0,80.0,False,False,,2
2021,3,20,Florida St.,UNC Greensboro,N,64.0,54.0,False,False,,2
2021,3,22,Florida St.,Colorado,N,71.0,53.0,False,False,,2
2021,3,28,Florida St.,Michigan,N,58.0,76.0,False,False,,2
2020,11,25,Fordham,Iona,H,,,True,False,,2
2020,12,3,Fordham,Manhattan,V,,,False,True,,2
2020,12,8,Fordham,St. John's (NY),V,,,True,False,,2
2020,12,12,Fordham,Maine,H,,,True,False,,2
2020,12,19,Fordham,Central Conn. St.,H,,,True,False,,2
2020,12,22,Fordham,Stony Brook,H,,,True,False,,2
2020,12,30,Fordham,George Washington,H,47.0,71.0,False,False,,2
2021,1,2,Fordham,La Salle,V,52.0,89.0,False,False,,2
2021,1,5,Fordham,Dayton,H,55.0,54.0,False,False,,2
2021,1,9,Fordham,Duquesne,V,45.0,48.0,False,False,,2
2021,1,13,Fordham,St. Bonaventure,H,54.0,68.0,False,False,,2
2021,1,17,Fordham,Massachusetts,H,46.0,65.0,False,False,,2
2021,1,20,Fordham,Davidson,V,58.0,73.0,False,False,,2
2021,1,24,Fordham,Rhode Island,V,42.0,52.0,False,False,,2
2021,1,27,Fordham,Duquesne,H,62.0,86.0,False,False,,2
2021,1,30,Fordham,George Washington,V,,,False,True,,2
2021,1,31,Fordham,VCU,V,,,False,True,,2
2021,2,3,Fordham,Massachusetts,V,54.0,60.0,False,False,,2
2021,2,6,Fordham,Davidson,H,,,False,True,,2
2021,2,6,Fordham,La Salle,H,76.0,68.0,False,False,,2
2021,2,10,Fordham,George Mason,V,45.0,77.0,False,False,,2
2021,2,13,Fordham,Saint Louis,H,40.0,68.0,False,False,,2
2021,2,17,Fordham,St. Bonaventure,V,,,True,False,,2
2021,2,27,Fordham,Saint Joseph's,H,,,False,True,,2
2021,3,3,Fordham,George Washington,N,49.0,53.0,False,False,,2
2020,11,25,Fresno St.,William Jessup,H,87.0,47.0,False,False,,1
2020,11,27,Fresno St.,Pacific,V,,,False,True,,2
2020,11,30,Fresno St.,UC Riverside,H,,,False,True,,2
2020,12,5,Fresno St.,Pepperdine,V,,,True,False,,2
2020,12,8,Fresno St.,CSUN,H,,,False,True,,2
2020,12,12,Fresno St.,Cal Poly,H,,,False,True,,2
2020,12,19,Fresno St.,Fresno Pacific,H,78.0,65.0,False,False,,1
2020,12,28,Fresno St.,Colorado St.,V,53.0,75.0,False,False,,2
2020,12,30,Fresno St.,Colorado St.,V,59.0,81.0,False,False,,2
2021,1,2,Fresno St.,Wyoming,H,74.0,78.0,False,False,,2
2021,1,4,Fresno St.,Wyoming,H,81.0,61.0,False,False,,2
2021,1,8,Fresno St.,San Jose St.,H,79.0,64.0,False,False,,2
2021,1,10,Fresno St.,San Jose St.,H,80.0,65.0,False,False,,2
2021,1,15,Fresno St.,Nevada,V,57.0,73.0,False,False,,2
2021,1,17,Fresno St.,Nevada,V,65.0,79.0,False,False,,2
2021,1,20,Fresno St.,Boise St.,V,51.0,73.0,False,False,,2
2021,1,28,Fresno St.,New Mexico,H,64.0,62.0,False,False,,2
2021,1,30,Fresno St.,New Mexico,H,65.0,55.0,False,False,,2
2021,2,4,Fresno St.,Utah St.,H,53.0,69.0,False,False,,2
2021,2,11,Fresno St.,Air Force,V,69.0,63.0,False,False,,2
2021,2,13,Fresno St.,Air Force,V,67.0,64.0,False,False,,2
2021,2,18,Fresno St.,San Diego St.,H,53.0,67.0,False,False,,2
2021,2,20,Fresno St.,San Diego St.,H,57.0,75.0,False,False,,2
2021,2,24,Fresno St.,UNLV,V,67.0,64.0,False,False,,2
2021,2,26,Fresno St.,UNLV,V,67.0,68.0,False,False,,2
2021,3,2,Fresno St.,Boise St.,V,67.0,64.0,False,False,,2
2021,3,6,Fresno St.,Utah St.,H,51.0,57.0,False,False,,2
2021,3,10,Fresno St.,New Mexico,N,85.0,77.0,False,False,,2
2021,3,11,Fresno St.,Colorado St.,N,62.0,72.0,False,False,,2
2020,11,25,Furman,Tusculum,H,95.0,62.0,False,False,,1
2020,11,28,Furman,USC Upstate,H,91.0,63.0,False,False,,2
2020,12,2,Furman,Southern Wesleyan,H,89.0,49.0,False,False,,1
2020,12,5,Furman,Col. of Charleston,V,81.0,57.0,False,False,,2
2020,12,5,Furman,Richmond,V,,,True,False,,2
2020,12,9,Furman,Cincinnati,V,73.0,78.0,False,False,,2
2020,12,12,Furman,Flagler,H,86.0,61.0,False,False,,1
2020,12,15,Furman,Alabama,V,80.0,83.0,False,False,,2
2020,12,19,Furman,Winthrop,V,71.0,87.0,False,False,,2
2020,12,21,Furman,South Carolina St.,H,118.0,52.0,False,False,,2
2020,12,30,Furman,Chattanooga,V,77.0,73.0,False,False,,2
2021,1,2,Furman,Mercer,H,83.0,80.0,False,False,,2
2021,1,13,Furman,The Citadel,V,94.0,88.0,False,False,,2
2021,1,16,Furman,ETSU,H,78.0,66.0,False,False,,2
2021,1,20,Furman,VMI,V,73.0,74.0,False,False,,2
2021,1,23,Furman,ETSU,V,62.0,71.0,False,False,,2
2021,1,30,Furman,Western Caro.,V,75.0,69.0,False,False,,2
2021,1,30,Furman,Chattanooga,H,,,False,True,,2
2021,2,3,Furman,Samford,V,,,False,True,,2
2021,2,6,Furman,Wofford,H,67.0,75.0,False,False,,2
2021,2,8,Furman,UNC Greensboro,H,68.0,49.0,False,False,,2
2021,2,10,Furman,UNC Greensboro,V,58.0,64.0,False,False,,2
2021,2,13,Furman,Western Caro.,H,88.0,70.0,False,False,,2
2021,2,17,Furman,Samford,H,78.0,64.0,False,False,,2
2021,2,20,Furman,Mercer,V,70.0,60.0,False,False,,2
2021,2,22,Furman,VMI,H,,,True,False,,2
2021,2,24,Furman,The Citadel,H,72.0,63.0,False,False,,2
2021,2,27,Furman,Wofford,V,73.0,74.0,False,False,,2
2021,3,6,Furman,VMI,N,90.0,91.0,False,False,,2
2020,11,25,Ga. Southern,Fla. National,H,97.0,65.0,False,False,,1
2020,11,28,Ga. Southern,Coastal Ga.,H,91.0,79.0,False,False,,1
2020,12,5,Ga. Southern,USC Upstate,V,72.0,69.0,False,False,,2
2020,12,11,Ga. Southern,Davidson,V,45.0,77.0,False,False,,2
2020,12,13,Ga. Southern,Mercer,H,75.0,77.0,False,False,,2
2020,12,15,Ga. Southern,Carver,H,92.0,27.0,False,False,,1
2020,12,19,Ga. Southern,FIU,V,103.0,99.0,False,False,,2
2020,12,20,Ga. Southern,Carver,N,119.0,43.0,False,False,,1
2020,12,22,Ga. Southern,FGCU,V,60.0,73.0,False,False,,2
2021,1,1,Ga. Southern,South Alabama,H,59.0,88.0,False,False,,2
2021,1,2,Ga. Southern,South Alabama,H,62.0,49.0,False,False,,2
2021,1,8,Ga. Southern,Appalachian St.,V,63.0,66.0,False,False,,2
2021,1,9,Ga. Southern,Appalachian St.,V,71.0,77.0,False,False,,2
2021,1,15,Ga. Southern,Troy,H,67.0,64.0,False,False,,2
2021,1,16,Ga. Southern,Troy,H,63.0,56.0,False,False,,2
2021,1,22,Ga. Southern,South Alabama,V,84.0,75.0,False,False,,2
2021,1,23,Ga. Southern,South Alabama,V,48.0,62.0,False,False,,2
2021,1,29,Ga. Southern,Coastal Carolina,H,62.0,79.0,False,False,,2
2021,1,30,Ga. Southern,Coastal Carolina,H,61.0,58.0,False,False,,2
2021,2,5,Ga. Southern,Troy,V,56.0,68.0,False,False,,2
2021,2,6,Ga. Southern,Troy,V,79.0,64.0,False,False,,2
2021,2,11,Ga. Southern,Georgia St.,V,75.0,79.0,False,False,,2
2021,2,13,Ga. Southern,Georgia St.,H,,,True,False,,2
2021,2,19,Ga. Southern,Coastal Carolina,V,,,True,False,,2
2021,2,21,Ga. Southern,Coastal Carolina,V,55.0,65.0,False,False,,2
2021,2,26,Ga. Southern,Appalachian St.,H,78.0,84.0,False,False,,2
2021,2,27,Ga. Southern,Appalachian St.,H,65.0,57.0,False,False,,2
2021,3,5,Ga. Southern,Arkansas St.,N,58.0,62.0,False,False,,2
2020,11,29,Gardner-Webb,Georgia,V,,,True,False,,2
2020,12,10,Gardner-Webb,Western Ky.,V,84.0,86.0,False,False,,2
2020,12,12,Gardner-Webb,Pittsburgh,V,50.0,67.0,False,False,,2
2020,12,15,Gardner-Webb,ETSU,V,60.0,65.0,False,False,,2
2020,12,18,Gardner-Webb,VMI,H,88.0,77.0,False,False,,2
2020,12,19,Gardner-Webb,Duke,V,,,True,False,,2
2020,12,21,Gardner-Webb,Florida St.,V,59.0,72.0,False,False,,2
2020,12,30,Gardner-Webb,Hampton,V,69.0,80.0,False,False,,2
2020,12,31,Gardner-Webb,Hampton,V,80.0,69.0,False,False,,2
2021,1,4,Gardner-Webb,Campbell,H,61.0,70.0,False,False,,2
2021,1,5,Gardner-Webb,Campbell,H,85.0,70.0,False,False,,2
2021,1,9,Gardner-Webb,Winthrop,V,65.0,75.0,False,False,,2
2021,1,10,Gardner-Webb,Winthrop,V,83.0,91.0,False,False,,2
2021,1,19,Gardner-Webb,UNC Asheville,H,75.0,79.0,False,False,,2
2021,1,20,Gardner-Webb,UNC Asheville,H,84.0,57.0,False,False,,2
2021,1,24,Gardner-Webb,Charleston So.,H,74.0,62.0,False,False,,2
2021,1,25,Gardner-Webb,Charleston So.,H,80.0,71.0,False,False,,2
2021,1,29,Gardner-Webb,High Point,H,55.0,59.0,False,False,,2
2021,1,30,Gardner-Webb,High Point,H,69.0,72.0,False,False,,2
2021,2,4,Gardner-Webb,Presbyterian,H,59.0,53.0,False,False,,2
2021,2,5,Gardner-Webb,Presbyterian,H,91.0,64.0,False,False,,2
2021,2,8,Gardner-Webb,USC Upstate,V,69.0,77.0,False,False,,2
2021,2,11,Gardner-Webb,Longwood,V,54.0,57.0,False,False,,2
2021,2,12,Gardner-Webb,Longwood,V,71.0,78.0,False,False,,2
2021,2,17,Gardner-Webb,Radford,V,69.0,57.0,False,False,,2
2021,2,18,Gardner-Webb,Radford,V,77.0,49.0,False,False,,2
2021,2,22,Gardner-Webb,USC Upstate,V,69.0,58.0,False,False,,2
2021,3,1,Gardner-Webb,Campbell,V,57.0,63.0,False,False,,2
2020,11,26,George Mason,Northeastern,N,,,True,False,,2
2020,11,26,George Mason,Queens (NC),N,66.0,65.0,False,False,,1
2020,11,27,George Mason,Belmont,N,67.0,77.0,False,False,,2
2020,11,28,George Mason,Howard,N,84.0,70.0,False,False,,2
2020,12,4,George Mason,Maryland,V,,,True,False,,2
2020,12,8,George Mason,Morgan St.,H,,,True,False,,2
2020,12,12,George Mason,James Madison,N,,,True,False,,2
2020,12,13,George Mason,Old Dominion,N,,,True,False,,2
2020,12,16,George Mason,Coppin St.,H,,,True,False,,2
2020,12,21,George Mason,VMI,H,68.0,66.0,False,False,,2
2020,12,23,George Mason,Towson,H,70.0,65.0,False,False,,2
2020,12,26,George Mason,Norfolk St.,H,65.0,68.0,False,False,,2
2020,12,30,George Mason,Massachusetts,V,93.0,92.0,False,False,,2
2021,1,2,George Mason,Dayton,V,65.0,74.0,False,False,,2
2021,1,6,George Mason,VCU,H,61.0,66.0,False,False,,2
2021,1,9,George Mason,Richmond,H,57.0,77.0,False,False,,2
2021,1,13,George Mason,La Salle,H,75.0,42.0,False,False,,2
2021,1,16,George Mason,Rhode Island,V,60.0,80.0,False,False,,2
2021,1,20,George Mason,Saint Joseph's,H,87.0,85.0,False,False,,2
2021,1,23,George Mason,Saint Joseph's,V,71.0,62.0,False,False,,2
2021,1,30,George Mason,Massachusetts,H,,,False,True,,2
2021,1,30,George Mason,St. Bonaventure,V,67.0,84.0,False,False,,2
2021,2,2,George Mason,Richmond,V,,,False,True,,2
2021,2,5,George Mason,Dayton,V,65.0,74.0,False,False,,2
2021,2,10,George Mason,Fordham,H,77.0,45.0,False,False,,2
2021,2,17,George Mason,Duquesne,H,,,False,True,,2
2021,2,18,George Mason,St. Bonaventure,H,,,True,False,,2
2021,2,20,George Mason,VCU,V,79.0,76.0,False,False,,2
2021,2,24,George Mason,Davidson,H,,,True,False,,2
2021,2,24,George Mason,George Washington,H,63.0,58.0,False,False,,2
2021,2,27,George Mason,La Salle,H,89.0,54.0,False,False,,2
2021,3,2,George Mason,Saint Louis,V,,,True,False,,2
2021,3,4,George Mason,George Washington,N,73.0,59.0,False,False,,2
2021,3,5,George Mason,Davidson,N,67.0,99.0,False,False,,2
2020,11,25,George Washington,Navy,V,71.0,78.0,False,False,,2
2020,12,1,George Washington,Hampton,H,78.0,82.0,False,False,,2
2020,12,5,George Washington,Coppin St.,H,85.0,69.0,False,False,,2
2020,12,7,George Washington,UMBC,V,81.0,92.0,False,False,,2
2020,12,7,George Washington,Towson,V,,,False,True,,2
2020,12,11,George Washington,Delaware,V,65.0,68.0,False,False,,2
2020,12,14,George Washington,William & Mary,H,84.0,85.0,False,False,,2
2020,12,14,George Washington,South Carolina,H,,,True,False,,2
2020,12,22,George Washington,Charlotte,H,65.0,66.0,False,False,,2
2020,12,30,George Washington,Fordham,V,71.0,47.0,False,False,,2
2021,1,2,George Washington,Duquesne,H,63.0,75.0,False,False,,2
2021,1,3,George Washington,Duquesne,H,75.0,73.0,False,False,,2
2021,1,6,George Washington,Massachusetts,H,,,False,True,,2
2021,1,9,George Washington,St. Bonaventure,V,,,False,True,,2
2021,1,13,George Washington,VCU,H,77.0,84.0,False,False,,2
2021,1,17,George Washington,Dayton,H,54.0,67.0,False,False,,2
2021,1,24,George Washington,Rhode Island,V,,,False,True,,2
2021,1,30,George Washington,Fordham,H,,,False,True,,2
2021,2,6,George Washington,Saint Louis,H,,,False,True,,2
